GEO_ID,NAME,S1901_C02_012E,field_259
Geography,Geographic Area Name,Estimate!!Families!!Median income (dollars),
1400000US25017350300,"Census Tract 3503, Middlesex County, Massachusetts","147361",
1400000US25017350400,"Census Tract 3504, Middlesex County, Massachusetts","140306",
1400000US25017350500,"Census Tract 3505, Middlesex County, Massachusetts","190250",
1400000US25017350600,"Census Tract 3506, Middlesex County, Massachusetts","156786",
1400000US25017350701,"Census Tract 3507.01, Middlesex County, Massachusetts","171912",
1400000US25017350702,"Census Tract 3507.02, Middlesex County, Massachusetts","-",
1400000US25017350800,"Census Tract 3508, Middlesex County, Massachusetts","168750",
1400000US25017350900,"Census Tract 3509, Middlesex County, Massachusetts","191000",
1400000US25017351001,"Census Tract 3510.01, Middlesex County, Massachusetts","139464",
1400000US25017351002,"Census Tract 3510.02, Middlesex County, Massachusetts","167604",
1400000US25017351101,"Census Tract 3511.01, Middlesex County, Massachusetts","164926",
1400000US25017351102,"Census Tract 3511.02, Middlesex County, Massachusetts","203200",
1400000US25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts","169722",
1400000US25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts","159750",
1400000US25017351300,"Census Tract 3513, Middlesex County, Massachusetts","133906",
1400000US25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts","87679",
1400000US25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts","82589",
1400000US25017351500,"Census Tract 3515, Middlesex County, Massachusetts","67155",
1400000US25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts","164615",
1400000US25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts","186458",
1400000US25017352200,"Census Tract 3522, Middlesex County, Massachusetts","87440",
1400000US25017352300,"Census Tract 3523, Middlesex County, Massachusetts","147981",
1400000US25017352400,"Census Tract 3524, Middlesex County, Massachusetts","50313",
1400000US25017352500,"Census Tract 3525, Middlesex County, Massachusetts","115917",
1400000US25017352600,"Census Tract 3526, Middlesex County, Massachusetts","107375",
1400000US25017352700,"Census Tract 3527, Middlesex County, Massachusetts","54896",
1400000US25017352800,"Census Tract 3528, Middlesex County, Massachusetts","119022",
1400000US25017352900,"Census Tract 3529, Middlesex County, Massachusetts","195469",
1400000US25017353000,"Census Tract 3530, Middlesex County, Massachusetts","146071",
1400000US25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts","144375",
1400000US25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts","167750",
1400000US25017353200,"Census Tract 3532, Middlesex County, Massachusetts","175694",
1400000US25017353300,"Census Tract 3533, Middlesex County, Massachusetts","162639",
1400000US25017353600,"Census Tract 3536, Middlesex County, Massachusetts","167837",
1400000US25017353700,"Census Tract 3537, Middlesex County, Massachusetts","176667",
1400000US25017353800,"Census Tract 3538, Middlesex County, Massachusetts","198958",
1400000US25017353900,"Census Tract 3539, Middlesex County, Massachusetts","96573",
1400000US25017354000,"Census Tract 3540, Middlesex County, Massachusetts","200859",
1400000US25017354100,"Census Tract 3541, Middlesex County, Massachusetts","241786",
1400000US25017354200,"Census Tract 3542, Middlesex County, Massachusetts","218011",
1400000US25017354300,"Census Tract 3543, Middlesex County, Massachusetts","153170",
1400000US25017354400,"Census Tract 3544, Middlesex County, Massachusetts","185357",
1400000US25017354500,"Census Tract 3545, Middlesex County, Massachusetts","250,000+",
1400000US25017354601,"Census Tract 3546.01, Middlesex County, Massachusetts","137262",
1400000US25017354602,"Census Tract 3546.02, Middlesex County, Massachusetts","127434",
1400000US25017354700,"Census Tract 3547, Middlesex County, Massachusetts","223625",
1400000US25017354800,"Census Tract 3548, Middlesex County, Massachusetts","185357",
1400000US25017354901,"Census Tract 3549.01, Middlesex County, Massachusetts","150294",
1400000US25017354902,"Census Tract 3549.02, Middlesex County, Massachusetts","72833",
1400000US25017355000,"Census Tract 3550, Middlesex County, Massachusetts","185083",
1400000US25017356100,"Census Tract 3561, Middlesex County, Massachusetts","154306",
1400000US25017356300,"Census Tract 3563, Middlesex County, Massachusetts","97813",
1400000US25017356400,"Census Tract 3564, Middlesex County, Massachusetts","190195",
1400000US25017356500,"Census Tract 3565, Middlesex County, Massachusetts","155294",
1400000US25017356601,"Census Tract 3566.01, Middlesex County, Massachusetts","151944",
1400000US25017356602,"Census Tract 3566.02, Middlesex County, Massachusetts","179148",
1400000US25017356701,"Census Tract 3567.01, Middlesex County, Massachusetts","172974",
1400000US25017356703,"Census Tract 3567.03, Middlesex County, Massachusetts","207578",
1400000US25017356704,"Census Tract 3567.04, Middlesex County, Massachusetts","198750",
1400000US25017357100,"Census Tract 3571, Middlesex County, Massachusetts","207750",
1400000US25017357200,"Census Tract 3572, Middlesex County, Massachusetts","206471",
1400000US25017357300,"Census Tract 3573, Middlesex County, Massachusetts","181016",
1400000US25017357400,"Census Tract 3574, Middlesex County, Massachusetts","204375",
1400000US25017357500,"Census Tract 3575, Middlesex County, Massachusetts","162330",
1400000US25017357600,"Census Tract 3576, Middlesex County, Massachusetts","176875",
1400000US25017357700,"Census Tract 3577, Middlesex County, Massachusetts","129531",
1400000US25017357800,"Census Tract 3578, Middlesex County, Massachusetts","186429",
1400000US25017358100,"Census Tract 3581, Middlesex County, Massachusetts","242434",
1400000US25017358300,"Census Tract 3583, Middlesex County, Massachusetts","230226",
1400000US25017358400,"Census Tract 3584, Middlesex County, Massachusetts","213438",
1400000US25017358500,"Census Tract 3585, Middlesex County, Massachusetts","250,000+",
1400000US25017358600,"Census Tract 3586, Middlesex County, Massachusetts","220859",
1400000US25017358700,"Census Tract 3587, Middlesex County, Massachusetts","250,000+",
1400000US25017359100,"Census Tract 3591, Middlesex County, Massachusetts","196210",
1400000US25017359301,"Census Tract 3593.01, Middlesex County, Massachusetts","-",
1400000US25017359302,"Census Tract 3593.02, Middlesex County, Massachusetts","-",
1400000US25017359303,"Census Tract 3593.03, Middlesex County, Massachusetts","190000",
1400000US25017359400,"Census Tract 3594, Middlesex County, Massachusetts","120099",
1400000US25017360300,"Census Tract 3603, Middlesex County, Massachusetts","169574",
1400000US25017361100,"Census Tract 3611, Middlesex County, Massachusetts","243618",
1400000US25017361200,"Census Tract 3612, Middlesex County, Massachusetts","187375",
1400000US25017361300,"Census Tract 3613, Middlesex County, Massachusetts","236250",
1400000US25017362100,"Census Tract 3621, Middlesex County, Massachusetts","250,000+",
1400000US25017363103,"Census Tract 3631.03, Middlesex County, Massachusetts","193304",
1400000US25017363104,"Census Tract 3631.04, Middlesex County, Massachusetts","184545",
1400000US25017363105,"Census Tract 3631.05, Middlesex County, Massachusetts","124375",
1400000US25017363106,"Census Tract 3631.06, Middlesex County, Massachusetts","142083",
1400000US25017363201,"Census Tract 3632.01, Middlesex County, Massachusetts","201583",
1400000US25017363202,"Census Tract 3632.02, Middlesex County, Massachusetts","175076",
1400000US25017364101,"Census Tract 3641.01, Middlesex County, Massachusetts","165547",
1400000US25017364102,"Census Tract 3641.02, Middlesex County, Massachusetts","136393",
1400000US25017365100,"Census Tract 3651, Middlesex County, Massachusetts","232833",
1400000US25017365201,"Census Tract 3652.01, Middlesex County, Massachusetts","222759",
1400000US25017365202,"Census Tract 3652.02, Middlesex County, Massachusetts","233875",
1400000US25017366100,"Census Tract 3661, Middlesex County, Massachusetts","213676",
1400000US25017366201,"Census Tract 3662.01, Middlesex County, Massachusetts","250,000+",
1400000US25017366202,"Census Tract 3662.02, Middlesex County, Massachusetts","250,000+",
1400000US25017367100,"Census Tract 3671, Middlesex County, Massachusetts","250,000+",
1400000US25017367200,"Census Tract 3672, Middlesex County, Massachusetts","250,000+",
1400000US25017368101,"Census Tract 3681.01, Middlesex County, Massachusetts","139715",
1400000US25017368102,"Census Tract 3681.02, Middlesex County, Massachusetts","179464",
1400000US25017368200,"Census Tract 3682, Middlesex County, Massachusetts","137961",
1400000US25017368300,"Census Tract 3683, Middlesex County, Massachusetts","104732",
1400000US25017368400,"Census Tract 3684, Middlesex County, Massachusetts","155278",
1400000US25017368500,"Census Tract 3685, Middlesex County, Massachusetts","78472",
1400000US25017368600,"Census Tract 3686, Middlesex County, Massachusetts","118699",
1400000US25017368700,"Census Tract 3687, Middlesex County, Massachusetts","86364",
1400000US25017368800,"Census Tract 3688, Middlesex County, Massachusetts","135224",
1400000US25017368901,"Census Tract 3689.01, Middlesex County, Massachusetts","128789",
1400000US25017368902,"Census Tract 3689.02, Middlesex County, Massachusetts","72991",
1400000US25017369000,"Census Tract 3690, Middlesex County, Massachusetts","223750",
1400000US25017369100,"Census Tract 3691, Middlesex County, Massachusetts","132813",
1400000US25017370101,"Census Tract 3701.01, Middlesex County, Massachusetts","116690",
1400000US25017370103,"Census Tract 3701.03, Middlesex County, Massachusetts","181250",
1400000US25017370104,"Census Tract 3701.04, Middlesex County, Massachusetts","136500",
1400000US25017370201,"Census Tract 3702.01, Middlesex County, Massachusetts","158929",
1400000US25017370202,"Census Tract 3702.02, Middlesex County, Massachusetts","155543",
1400000US25017370301,"Census Tract 3703.01, Middlesex County, Massachusetts","121583",
1400000US25017370302,"Census Tract 3703.02, Middlesex County, Massachusetts","95361",
1400000US25017370401,"Census Tract 3704.01, Middlesex County, Massachusetts","168297",
1400000US25017370402,"Census Tract 3704.02, Middlesex County, Massachusetts","174408",
1400000US25017370403,"Census Tract 3704.03, Middlesex County, Massachusetts","107589",
1400000US25017373100,"Census Tract 3731, Middlesex County, Massachusetts","176938",
1400000US25017373200,"Census Tract 3732, Middlesex County, Massachusetts","123083",
1400000US25017373300,"Census Tract 3733, Middlesex County, Massachusetts","178375",
1400000US25017373400,"Census Tract 3734, Middlesex County, Massachusetts","162813",
1400000US25017373500,"Census Tract 3735, Middlesex County, Massachusetts","250,000+",
1400000US25017373600,"Census Tract 3736, Middlesex County, Massachusetts","250,000+",
1400000US25017373700,"Census Tract 3737, Middlesex County, Massachusetts","250,000+",
1400000US25017373800,"Census Tract 3738, Middlesex County, Massachusetts","186618",
1400000US25017373901,"Census Tract 3739.01, Middlesex County, Massachusetts","189722",
1400000US25017373902,"Census Tract 3739.02, Middlesex County, Massachusetts","222344",
1400000US25017374000,"Census Tract 3740, Middlesex County, Massachusetts","200613",
1400000US25017374100,"Census Tract 3741, Middlesex County, Massachusetts","153929",
1400000US25017374200,"Census Tract 3742, Middlesex County, Massachusetts","224016",
1400000US25017374300,"Census Tract 3743, Middlesex County, Massachusetts","250,000+",
1400000US25017374400,"Census Tract 3744, Middlesex County, Massachusetts","250,000+",
1400000US25017374500,"Census Tract 3745, Middlesex County, Massachusetts","181354",
1400000US25017374600,"Census Tract 3746, Middlesex County, Massachusetts","196296",
1400000US25017374700,"Census Tract 3747, Middlesex County, Massachusetts","173409",
1400000US25017374800,"Census Tract 3748, Middlesex County, Massachusetts","224688",
1400000US25017382100,"Census Tract 3821, Middlesex County, Massachusetts","151211",
1400000US25017382200,"Census Tract 3822, Middlesex County, Massachusetts","166120",
1400000US25017382300,"Census Tract 3823, Middlesex County, Massachusetts","223482",
1400000US25017382400,"Census Tract 3824, Middlesex County, Massachusetts","172500",
1400000US25017382500,"Census Tract 3825, Middlesex County, Massachusetts","118041",
1400000US25017382601,"Census Tract 3826.01, Middlesex County, Massachusetts","130186",
1400000US25017382602,"Census Tract 3826.02, Middlesex County, Massachusetts","175238",
1400000US25017383101,"Census Tract 3831.01, Middlesex County, Massachusetts","62793",
1400000US25017383102,"Census Tract 3831.02, Middlesex County, Massachusetts","41618",
1400000US25017383200,"Census Tract 3832, Middlesex County, Massachusetts","97139",
1400000US25017383300,"Census Tract 3833, Middlesex County, Massachusetts","120694",
1400000US25017383401,"Census Tract 3834.01, Middlesex County, Massachusetts","107969",
1400000US25017383402,"Census Tract 3834.02, Middlesex County, Massachusetts","74867",
1400000US25017383501,"Census Tract 3835.01, Middlesex County, Massachusetts","85958",
1400000US25017383502,"Census Tract 3835.02, Middlesex County, Massachusetts","108393",
1400000US25017383600,"Census Tract 3836, Middlesex County, Massachusetts","103457",
1400000US25017383700,"Census Tract 3837, Middlesex County, Massachusetts","137404",
1400000US25017383800,"Census Tract 3838, Middlesex County, Massachusetts","156402",
1400000US25017383902,"Census Tract 3839.02, Middlesex County, Massachusetts","217629",
1400000US25017383903,"Census Tract 3839.03, Middlesex County, Massachusetts","151579",
1400000US25017383904,"Census Tract 3839.04, Middlesex County, Massachusetts","149306",
1400000US25017384003,"Census Tract 3840.03, Middlesex County, Massachusetts","105615",
1400000US25017384004,"Census Tract 3840.04, Middlesex County, Massachusetts","185962",
1400000US25017385101,"Census Tract 3851.01, Middlesex County, Massachusetts","178929",
1400000US25017385102,"Census Tract 3851.02, Middlesex County, Massachusetts","122459",
1400000US25017385201,"Census Tract 3852.01, Middlesex County, Massachusetts","106652",
1400000US25017385203,"Census Tract 3852.03, Middlesex County, Massachusetts","152500",
1400000US25017385204,"Census Tract 3852.04, Middlesex County, Massachusetts","146554",
1400000US25017386100,"Census Tract 3861, Middlesex County, Massachusetts","242443",
1400000US25017387100,"Census Tract 3871, Middlesex County, Massachusetts","166534",
1400000US25017387201,"Census Tract 3872.01, Middlesex County, Massachusetts","161325",
1400000US25017387202,"Census Tract 3872.02, Middlesex County, Massachusetts","178415",
1400000US25017388100,"Census Tract 3881, Middlesex County, Massachusetts","207813",
1400000US25017388200,"Census Tract 3882, Middlesex County, Massachusetts","120565",
1400000US25017388300,"Census Tract 3883, Middlesex County, Massachusetts","28690",
1400000US25017980000,"Census Tract 9800, Middlesex County, Massachusetts","-",
1400000US25019950100,"Census Tract 9501, Nantucket County, Massachusetts","133125",
1400000US25019950201,"Census Tract 9502.01, Nantucket County, Massachusetts","125136",
1400000US25019950202,"Census Tract 9502.02, Nantucket County, Massachusetts","82813",
1400000US25019950307,"Census Tract 9503.07, Nantucket County, Massachusetts","-",
1400000US25019950400,"Census Tract 9504, Nantucket County, Massachusetts","118309",
1400000US25019950500,"Census Tract 9505, Nantucket County, Massachusetts","158542",
1400000US25019990000,"Census Tract 9900, Nantucket County, Massachusetts","-",
1400000US25021400100,"Census Tract 4001, Norfolk County, Massachusetts","142300",
1400000US25021400201,"Census Tract 4002.01, Norfolk County, Massachusetts","155278",
1400000US25021400202,"Census Tract 4002.02, Norfolk County, Massachusetts","-",
1400000US25021400300,"Census Tract 4003, Norfolk County, Massachusetts","211000",
1400000US25021400401,"Census Tract 4004.01, Norfolk County, Massachusetts","144432",
1400000US25021400402,"Census Tract 4004.02, Norfolk County, Massachusetts","250,000+",
1400000US25021400500,"Census Tract 4005, Norfolk County, Massachusetts","151150",
1400000US25021400600,"Census Tract 4006, Norfolk County, Massachusetts","192426",
1400000US25021400700,"Census Tract 4007, Norfolk County, Massachusetts","201638",
1400000US25021400800,"Census Tract 4008, Norfolk County, Massachusetts","162917",
1400000US25021400900,"Census Tract 4009, Norfolk County, Massachusetts","136111",
1400000US25021401000,"Census Tract 4010, Norfolk County, Massachusetts","143125",
1400000US25021401100,"Census Tract 4011, Norfolk County, Massachusetts","250,000+",
1400000US25021401201,"Census Tract 4012.01, Norfolk County, Massachusetts","250,000+",
1400000US25021401202,"Census Tract 4012.02, Norfolk County, Massachusetts","206250",
1400000US25021402101,"Census Tract 4021.01, Norfolk County, Massachusetts","152460",
1400000US25021402102,"Census Tract 4021.02, Norfolk County, Massachusetts","94539",
1400000US25021402200,"Census Tract 4022, Norfolk County, Massachusetts","145217",
1400000US25021402300,"Census Tract 4023, Norfolk County, Massachusetts","175982",
1400000US25021402400,"Census Tract 4024, Norfolk County, Massachusetts","128009",
1400000US25021402500,"Census Tract 4025, Norfolk County, Massachusetts","196635",
1400000US25021403100,"Census Tract 4031, Norfolk County, Massachusetts","205673",
1400000US25021403300,"Census Tract 4033, Norfolk County, Massachusetts","250,000+",
1400000US25021403400,"Census Tract 4034, Norfolk County, Massachusetts","212417",
1400000US25021403501,"Census Tract 4035.01, Norfolk County, Massachusetts","153558",
1400000US25021403502,"Census Tract 4035.02, Norfolk County, Massachusetts","239412",
1400000US25021404100,"Census Tract 4041, Norfolk County, Massachusetts","250,000+",
1400000US25021404201,"Census Tract 4042.01, Norfolk County, Massachusetts","250,000+",
1400000US25021404202,"Census Tract 4042.02, Norfolk County, Massachusetts","244500",
1400000US25021404301,"Census Tract 4043.01, Norfolk County, Massachusetts","250,000+",
1400000US25021404302,"Census Tract 4043.02, Norfolk County, Massachusetts","211447",
1400000US25021404400,"Census Tract 4044, Norfolk County, Massachusetts","250,000+",
1400000US25021405100,"Census Tract 4051, Norfolk County, Massachusetts","250,000+",
1400000US25021406101,"Census Tract 4061.01, Norfolk County, Massachusetts","215603",
1400000US25021406102,"Census Tract 4061.02, Norfolk County, Massachusetts","241583",
1400000US25021407101,"Census Tract 4071.01, Norfolk County, Massachusetts","144142",
1400000US25021407102,"Census Tract 4071.02, Norfolk County, Massachusetts","130423",
1400000US25021408102,"Census Tract 4081.02, Norfolk County, Massachusetts","131210",
1400000US25021408103,"Census Tract 4081.03, Norfolk County, Massachusetts","208819",
1400000US25021408104,"Census Tract 4081.04, Norfolk County, Massachusetts","164766",
1400000US25021409101,"Census Tract 4091.01, Norfolk County, Massachusetts","172083",
1400000US25021409102,"Census Tract 4091.02, Norfolk County, Massachusetts","181553",
1400000US25021410100,"Census Tract 4101, Norfolk County, Massachusetts","145883",
1400000US25021410300,"Census Tract 4103, Norfolk County, Massachusetts","121250",
1400000US25021410400,"Census Tract 4104, Norfolk County, Massachusetts","112533",
1400000US25021411101,"Census Tract 4111.01, Norfolk County, Massachusetts","159736",
1400000US25021411102,"Census Tract 4111.02, Norfolk County, Massachusetts","169333",
1400000US25021411200,"Census Tract 4112, Norfolk County, Massachusetts","187426",
1400000US25021411301,"Census Tract 4113.01, Norfolk County, Massachusetts","190833",
1400000US25021411302,"Census Tract 4113.02, Norfolk County, Massachusetts","122500",
1400000US25021412100,"Census Tract 4121, Norfolk County, Massachusetts","207174",
1400000US25021412200,"Census Tract 4122, Norfolk County, Massachusetts","186094",
1400000US25021412300,"Census Tract 4123, Norfolk County, Massachusetts","182935",
1400000US25021413100,"Census Tract 4131, Norfolk County, Massachusetts","168056",
1400000US25021413201,"Census Tract 4132.01, Norfolk County, Massachusetts","74271",
1400000US25021413202,"Census Tract 4132.02, Norfolk County, Massachusetts","165077",
1400000US25021413300,"Census Tract 4133, Norfolk County, Massachusetts","155598",
1400000US25021413401,"Census Tract 4134.01, Norfolk County, Massachusetts","120927",
1400000US25021413402,"Census Tract 4134.02, Norfolk County, Massachusetts","121333",
1400000US25021413500,"Census Tract 4135, Norfolk County, Massachusetts","64929",
1400000US25021414100,"Census Tract 4141, Norfolk County, Massachusetts","169954",
1400000US25021414200,"Census Tract 4142, Norfolk County, Massachusetts","197681",
1400000US25021414300,"Census Tract 4143, Norfolk County, Massachusetts","159003",
1400000US25021415101,"Census Tract 4151.01, Norfolk County, Massachusetts","181806",
1400000US25021415103,"Census Tract 4151.03, Norfolk County, Massachusetts","125453",
1400000US25021415104,"Census Tract 4151.04, Norfolk County, Massachusetts","129107",
1400000US25021415201,"Census Tract 4152.01, Norfolk County, Massachusetts","161512",
1400000US25021415202,"Census Tract 4152.02, Norfolk County, Massachusetts","137583",
1400000US25021415300,"Census Tract 4153, Norfolk County, Massachusetts","153333",
1400000US25021416101,"Census Tract 4161.01, Norfolk County, Massachusetts","211750",
1400000US25021416102,"Census Tract 4161.02, Norfolk County, Massachusetts","250,000+",
1400000US25021416200,"Census Tract 4162, Norfolk County, Massachusetts","145110",
1400000US25021416300,"Census Tract 4163, Norfolk County, Massachusetts","189276",
1400000US25021416400,"Census Tract 4164, Norfolk County, Massachusetts","191250",
1400000US25021417100,"Census Tract 4171, Norfolk County, Massachusetts","104107",
1400000US25021417201,"Census Tract 4172.01, Norfolk County, Massachusetts","80424",
1400000US25021417202,"Census Tract 4172.02, Norfolk County, Massachusetts","123438",
1400000US25021417300,"Census Tract 4173, Norfolk County, Massachusetts","172128",
1400000US25021417400,"Census Tract 4174, Norfolk County, Massachusetts","136343",
1400000US25021417501,"Census Tract 4175.01, Norfolk County, Massachusetts","120323",
1400000US25021417502,"Census Tract 4175.02, Norfolk County, Massachusetts","101450",
1400000US25021417601,"Census Tract 4176.01, Norfolk County, Massachusetts","70964",
1400000US25021417602,"Census Tract 4176.02, Norfolk County, Massachusetts","115271",
1400000US25021417702,"Census Tract 4177.02, Norfolk County, Massachusetts","138750",
1400000US25021417703,"Census Tract 4177.03, Norfolk County, Massachusetts","47550",
1400000US25021417704,"Census Tract 4177.04, Norfolk County, Massachusetts","103750",
1400000US25021417801,"Census Tract 4178.01, Norfolk County, Massachusetts","106486",
1400000US25021417802,"Census Tract 4178.02, Norfolk County, Massachusetts","46172",
1400000US25021417901,"Census Tract 4179.01, Norfolk County, Massachusetts","67917",
1400000US25021417902,"Census Tract 4179.02, Norfolk County, Massachusetts","73156",
1400000US25021418002,"Census Tract 4180.02, Norfolk County, Massachusetts","100536",
1400000US25021418003,"Census Tract 4180.03, Norfolk County, Massachusetts","145417",
1400000US25021418004,"Census Tract 4180.04, Norfolk County, Massachusetts","98514",
1400000US25021418101,"Census Tract 4181.01, Norfolk County, Massachusetts","137885",
1400000US25021418102,"Census Tract 4181.02, Norfolk County, Massachusetts","88235",
1400000US25021418201,"Census Tract 4182.01, Norfolk County, Massachusetts","101117",
1400000US25021419100,"Census Tract 4191, Norfolk County, Massachusetts","145208",
1400000US25021419200,"Census Tract 4192, Norfolk County, Massachusetts","151653",
1400000US25021419300,"Census Tract 4193, Norfolk County, Massachusetts","102288",
1400000US25021419400,"Census Tract 4194, Norfolk County, Massachusetts","120833",
1400000US25021419500,"Census Tract 4195, Norfolk County, Massachusetts","156944",
1400000US25021419601,"Census Tract 4196.01, Norfolk County, Massachusetts","250,000+",
1400000US25021419602,"Census Tract 4196.02, Norfolk County, Massachusetts","154641",
1400000US25021419700,"Census Tract 4197, Norfolk County, Massachusetts","161316",
1400000US25021419800,"Census Tract 4198, Norfolk County, Massachusetts","110919",
1400000US25021420101,"Census Tract 4201.01, Norfolk County, Massachusetts","109896",
1400000US25021420102,"Census Tract 4201.02, Norfolk County, Massachusetts","82361",
1400000US25021420201,"Census Tract 4202.01, Norfolk County, Massachusetts","93681",
1400000US25021420202,"Census Tract 4202.02, Norfolk County, Massachusetts","99861",
1400000US25021420301,"Census Tract 4203.01, Norfolk County, Massachusetts","97041",
1400000US25021420302,"Census Tract 4203.02, Norfolk County, Massachusetts","108453",
1400000US25021421100,"Census Tract 4211, Norfolk County, Massachusetts","116974",
1400000US25021421200,"Census Tract 4212, Norfolk County, Massachusetts","112168",
1400000US25021422100,"Census Tract 4221, Norfolk County, Massachusetts","142500",
1400000US25021422201,"Census Tract 4222.01, Norfolk County, Massachusetts","121083",
1400000US25021422202,"Census Tract 4222.02, Norfolk County, Massachusetts","121196",
1400000US25021422301,"Census Tract 4223.01, Norfolk County, Massachusetts","137790",
1400000US25021422303,"Census Tract 4223.03, Norfolk County, Massachusetts","100096",
1400000US25021422304,"Census Tract 4223.04, Norfolk County, Massachusetts","182330",
1400000US25021422401,"Census Tract 4224.01, Norfolk County, Massachusetts","105128",
1400000US25021422402,"Census Tract 4224.02, Norfolk County, Massachusetts","126380",
1400000US25021422501,"Census Tract 4225.01, Norfolk County, Massachusetts","94637",
1400000US25021422502,"Census Tract 4225.02, Norfolk County, Massachusetts","110046",
1400000US25021422600,"Census Tract 4226, Norfolk County, Massachusetts","141888",
1400000US25021422700,"Census Tract 4227, Norfolk County, Massachusetts","106339",
1400000US25021422800,"Census Tract 4228, Norfolk County, Massachusetts","119698",
1400000US25021423101,"Census Tract 4231.01, Norfolk County, Massachusetts","237121",
1400000US25021423102,"Census Tract 4231.02, Norfolk County, Massachusetts","250,000+",
1400000US25021440101,"Census Tract 4401.01, Norfolk County, Massachusetts","99292",
1400000US25021440102,"Census Tract 4401.02, Norfolk County, Massachusetts","132351",
1400000US25021441202,"Census Tract 4412.02, Norfolk County, Massachusetts","187813",
1400000US25021441203,"Census Tract 4412.03, Norfolk County, Massachusetts","164375",
1400000US25021441204,"Census Tract 4412.04, Norfolk County, Massachusetts","154182",
1400000US25021442101,"Census Tract 4421.01, Norfolk County, Massachusetts","144400",
1400000US25021442103,"Census Tract 4421.03, Norfolk County, Massachusetts","171563",
1400000US25021442104,"Census Tract 4421.04, Norfolk County, Massachusetts","155721",
1400000US25021442105,"Census Tract 4421.05, Norfolk County, Massachusetts","167991",
1400000US25021442201,"Census Tract 4422.01, Norfolk County, Massachusetts","184297",
1400000US25021442203,"Census Tract 4422.03, Norfolk County, Massachusetts","127333",
1400000US25021442204,"Census Tract 4422.04, Norfolk County, Massachusetts","149271",
1400000US25021443103,"Census Tract 4431.03, Norfolk County, Massachusetts","124012",
1400000US25021443104,"Census Tract 4431.04, Norfolk County, Massachusetts","124718",
1400000US25021443105,"Census Tract 4431.05, Norfolk County, Massachusetts","84375",
1400000US25021443106,"Census Tract 4431.06, Norfolk County, Massachusetts","122232",
1400000US25021456101,"Census Tract 4561.01, Norfolk County, Massachusetts","126553",
1400000US25021456102,"Census Tract 4561.02, Norfolk County, Massachusetts","96280",
1400000US25021456200,"Census Tract 4562, Norfolk County, Massachusetts","112375",
1400000US25021456301,"Census Tract 4563.01, Norfolk County, Massachusetts","78458",
1400000US25021456302,"Census Tract 4563.02, Norfolk County, Massachusetts","87438",
1400000US25021456401,"Census Tract 4564.01, Norfolk County, Massachusetts","136458",
1400000US25021456402,"Census Tract 4564.02, Norfolk County, Massachusetts","148472",
1400000US25021457100,"Census Tract 4571, Norfolk County, Massachusetts","128750",
1400000US25021457200,"Census Tract 4572, Norfolk County, Massachusetts","227308",
1400000US25021980000,"Census Tract 9800, Norfolk County, Massachusetts","-",
1400000US25023500101,"Census Tract 5001.01, Plymouth County, Massachusetts","143413",
1400000US25023500103,"Census Tract 5001.03, Plymouth County, Massachusetts","215536",
1400000US25023500104,"Census Tract 5001.04, Plymouth County, Massachusetts","117917",
1400000US25023501101,"Census Tract 5011.01, Plymouth County, Massachusetts","250,000+",
1400000US25023501102,"Census Tract 5011.02, Plymouth County, Massachusetts","244784",
1400000US25023501201,"Census Tract 5012.01, Plymouth County, Massachusetts","218462",
1400000US25023501203,"Census Tract 5012.03, Plymouth County, Massachusetts","220268",
1400000US25023501204,"Census Tract 5012.04, Plymouth County, Massachusetts","151348",
1400000US25023502101,"Census Tract 5021.01, Plymouth County, Massachusetts","101747",
1400000US25023502102,"Census Tract 5021.02, Plymouth County, Massachusetts","118375",
1400000US25023502200,"Census Tract 5022, Plymouth County, Massachusetts","114340",
1400000US25023503101,"Census Tract 5031.01, Plymouth County, Massachusetts","150833",
1400000US25023503102,"Census Tract 5031.02, Plymouth County, Massachusetts","178147",
1400000US25023504101,"Census Tract 5041.01, Plymouth County, Massachusetts","182841",
1400000US25023504102,"Census Tract 5041.02, Plymouth County, Massachusetts","206429",
1400000US25023505102,"Census Tract 5051.02, Plymouth County, Massachusetts","169972",
1400000US25023505103,"Census Tract 5051.03, Plymouth County, Massachusetts","248348",
1400000US25023505104,"Census Tract 5051.04, Plymouth County, Massachusetts","185234",
1400000US25023505201,"Census Tract 5052.01, Plymouth County, Massachusetts","153000",
1400000US25023505202,"Census Tract 5052.02, Plymouth County, Massachusetts","148830",
1400000US25023506102,"Census Tract 5061.02, Plymouth County, Massachusetts","146563",
1400000US25023506103,"Census Tract 5061.03, Plymouth County, Massachusetts","125257",
1400000US25023506104,"Census Tract 5061.04, Plymouth County, Massachusetts","150904",
1400000US25023506202,"Census Tract 5062.02, Plymouth County, Massachusetts","138250",
1400000US25023506203,"Census Tract 5062.03, Plymouth County, Massachusetts","137433",
1400000US25023506205,"Census Tract 5062.05, Plymouth County, Massachusetts","160140",
